ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA,LGA_NAME,LATITUDE,LONGITUDE,POSTCODE_CRASH,PED_OR_CYC,nearest_school,dist_to_gate_m
T20240002807,2024-04-02,19:07:00,1,Collision with vehicle,0,Sunday,121,RIGHT THROUGH,1,29724,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Highway,KINGSTON,-38.039146,145.10886,3196.0,True,Preston HS,34258.8
T20230023892,2023-10-10,06:25:00,1,Collision with vehicle,2,Tuesday,123,RIGHT/LEFT. ONE VEH TURNING RIGHT THE OTHER LEFT.,2,36709,2,0,0,1,1,2,2,1,Cross intersection,3,999,Arterial Other,YARRA,-37.800297,144.99759,3067.0,True,Preston HS,6569.1
T20220008166,2022-12-04,08:12:00,2,Struck Pedestrian,3,Tuesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,45547,1,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other,MORELAND,-37.75867,144.94485,3055.0,True,Preston HS,5789.2
T20250020552,2025-03-08,09:04:00,1,Collision with vehicle,1,Sunday,120,HEAD ON (NOT OVERTAKING),1,820966,2,0,0,2,1,3,1,5,Not at intersection,3,60,Arterial Other,CARDINIA,-37.9309,145.43202,3782.0,True,Reservoir HS,42284.3
T20240031873,2024-12-12,09:13:00,1,Collision with vehicle,4,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,46837,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other,STONNINGTON,-37.845947,144.98703,3181.0,True,Preston HS,11725.1
T20250003642,2025-08-02,11:30:00,4,Collision with a fixed object,7,Saturday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,814956,1,0,1,0,0,1,2,5,Not at intersection,2,80,Local Road,GOLDEN PLAINS,-38.06285,144.02046,3321.0,True,Preston HS,93642.8
T20250005603,2025-01-03,17:20:00,1,Collision with vehicle,6,Saturday,137,LEFT TURN SIDESWIPE,1,36619,2,0,0,1,1,2,1,1,Cross intersection,3,30,Local Road,YARRA,-37.795666,144.98795,3066.0,True,Preston HS,6232.4
T20210012833,2021-10-06,15:10:00,1,Collision with vehicle,5,Thursday,120,HEAD ON (NOT OVERTAKING),1,685629,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,YARRA RANGES,-37.81434,145.33037,3765.0,True,Reservoir HS,28361.5
T20250015357,2025-07-06,20:40:00,2,Struck Pedestrian,6,Saturday,106,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,6,29601,1,0,0,1,1,2,2,1,Cross intersection,3,60,Local Road,GLEN EIRA,-37.868744,145.01833,3161.0,True,Preston HS,14161.1
T20250003384,2025-07-02,09:00:00,2,Struck Pedestrian,5,Friday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,817618,1,0,0,1,1,2,2,2,T intersection,3,60,Arterial Highway,STONNINGTON,-37.84362,144.98544,3141.0,True,Preston HS,11491.7
T20210000858,2021-07-01,08:00:00,8,No collision and no object struck,4,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,780994,1,0,0,1,0,1,2,2,T intersection,3,999,Arterial Highway,ALPINE,-36.720814,146.9372,3741.0,True,Reservoir HS,202327.7
T20250014675,2025-01-06,14:36:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,819262,2,0,1,0,4,5,1,5,Not at intersection,2,60,Arterial Other,BAYSIDE,-37.929348,144.9906,3186.0,True,Preston HS,20915.8
T20210000480,2021-08-01,11:02:00,2,Struck Pedestrian,6,Friday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,673045,1,0,1,0,1,2,1,5,Not at intersection,2,70,Arterial Other,GLEN EIRA,-37.915134,145.06018,3165.0,True,Preston HS,19840.5
T20220008215,2022-12-04,17:15:00,2,Struck Pedestrian,3,Tuesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,711435,1,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other,MELBOURNE,-37.796654,144.95126,3052.0,True,Preston HS,7837.7
T20210003101,2021-10-02,15:10:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,683995,2,0,1,0,0,1,1,5,Not at intersection,2,100,Freeway,HOBSONS BAY,-37.865173,144.7758,3028.0,True,Preston HS,24524.6
T20230000826,2023-06-01,13:15:00,2,Struck Pedestrian,5,Friday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,1,783677,1,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,QUEENSCLIFFE,-38.26409,144.667,3225.0,True,Preston HS,65284.7
T20250012500,2025-10-05,11:07:00,1,Collision with vehicle,6,Saturday,140,U TURN,1,818497,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,BALLARAT,-37.5607,143.83885,3350.0,True,William Ruthven SC,103625.7
T20210015369,2021-12-07,18:00:00,2,Struck Pedestrian,2,Monday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,3,69434,1,0,1,0,1,2,1,1,Cross intersection,2,999,Local Road,BAYSIDE,-37.91812,144.99911,3186.0,True,Preston HS,19629.6
T20250012712,2025-12-05,15:44:00,1,Collision with vehicle,2,Monday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,1,818682,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Highway,MILDURA,-34.231873,142.16634,3498.0,True,William Ruthven SC,462104.7
T20220005390,2022-08-02,16:00:00,2,Struck Pedestrian,3,Tuesday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,707531,1,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other,MELBOURNE,-37.798195,144.95775,3052.0,True,Preston HS,7634.1
T20210005299,2021-09-03,06:45:00,3,Struck animal,2,Tuesday,167,STRUCK ANIMAL,5,814522,1,0,0,1,0,1,2,5,Not at intersection,3,80,,MOYNE,-38.35618,142.53322,3280.0,True,Preston HS,227135.0
T20240014847,2024-09-06,11:00:00,6,Vehicle overturned (no collision),1,Sunday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,805052,1,0,1,0,0,1,2,5,Not at intersection,2,100,Local Road,PYRENEES,-37.059273,143.24747,3478.0,True,William Ruthven SC,170534.2
T20210022745,2021-10-11,16:15:00,2,Struck Pedestrian,4,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,697016,1,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other,KINGSTON,-38.068497,145.14363,3197.0,True,Preston HS,38261.6
T20220015499,2022-11-07,08:40:00,1,Collision with vehicle,1,Monday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,718775,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,MORELAND,-37.70855,144.92368,3046.0,True,William Ruthven SC,7104.1
T20230005465,2023-03-03,13:40:00,1,Collision with vehicle,5,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,780348,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,PORT PHILLIP,-37.86491,144.98793,3182.0,True,Preston HS,13803.5
T20240010957,2024-01-04,18:43:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),2,802525,2,0,0,1,1,2,2,5,Not at intersection,3,100,Local Road,MILDURA,-34.181553,142.03223,3505.0,True,William Ruthven SC,473529.1
T20230015572,2023-05-07,15:07:00,2,Struck Pedestrian,4,Wednesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,37590,1,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other,MELBOURNE,-37.83908,144.97658,3004.0,True,Preston HS,11155.3
T20210015525,2021-10-07,17:00:00,2,Struck Pedestrian,7,Saturday,106,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,1,38766,1,0,1,0,2,3,1,1,Cross intersection,2,50,Local Road,MARIBYRNONG,-37.80074,144.89801,3011.0,True,Preston HS,11620.6
T20250014603,2025-02-05,06:30:00,1,Collision with vehicle,6,Friday,114,TWO RIGHT TURNING (INTERSECTIONS ONLY),3,240903,2,0,0,1,1,2,2,2,T intersection,3,50,Local Road,BANYULE,-37.7301,145.05469,3081.0,True,Reservoir HS,2383.3
T20240011395,2024-04-05,19:24:00,2,Struck Pedestrian,7,Saturday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,5,804907,1,0,1,0,1,2,2,2,T intersection,2,999,Local Road,CASEY,-38.061924,145.2469,3975.0,True,Preston HS,41358.9
T20230018297,2023-06-08,02:09:00,2,Struck Pedestrian,1,Sunday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,3,46289,1,0,1,1,1,3,1,2,T intersection,2,50,Local Road,HUME,-37.65387,144.93475,3048.0,True,William Ruthven SC,7653.8
T20210007865,2021-08-04,15:00:00,2,Struck Pedestrian,4,Thursday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,52861,1,0,0,1,1,2,1,1,Cross intersection,3,50,Arterial Other,BALLARAT,-37.559807,143.85815,3350.0,True,William Ruthven SC,101959.9
T20220027671,2022-06-12,07:30:00,6,Vehicle overturned (no collision),2,Tuesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,779510,1,0,1,0,0,1,2,5,Not at intersection,2,80,Arterial Other,CASEY,-38.07483,145.29749,3977.0,True,Preston HS,44957.6
T20230018703,2023-11-08,08:50:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,29397,2,0,0,1,1,2,1,1,Cross intersection,3,40,Arterial Other,MELBOURNE,-37.807293,144.96884,3053.0,True,Preston HS,8031.5
T20220012765,2022-06-06,07:30:00,1,Collision with vehicle,2,Monday,142,LEAVING PARKING,1,714318,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Other,YARRA,-37.825474,145.00723,3121.0,True,Preston HS,9315.3
T20220022759,2022-09-10,20:29:00,3,Struck animal,0,Sunday,167,STRUCK ANIMAL,5,748818,1,0,1,0,0,1,2,5,Not at intersection,2,100,Arterial Other,GLENELG,-38.221176,141.43805,3305.0,True,Preston HS,317298.9
T20240006249,2024-03-03,10:00:00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,799668,1,0,0,1,0,1,2,5,Not at intersection,3,999,Local Road,YARRA RANGES,-37.7881,145.65129,3799.0,True,Reservoir HS,55158.9
T20210015118,2021-09-07,15:10:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,603055,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Other,MELBOURNE,-37.826015,144.9555,3006.0,True,Preston HS,10414.5
T20240002791,2024-03-02,14:30:00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,797465,1,0,0,1,0,1,2,2,T intersection,3,50,Local Road,BALLARAT,-37.543728,143.7833,3350.0,True,William Ruthven SC,108758.6
T20230010752,2023-08-05,13:00:00,2,Struck Pedestrian,1,Monday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,1,773734,2,0,0,1,1,2,1,5,Not at intersection,3,999,Arterial Other,MOONEE VALLEY,-37.744816,144.91,3040.0,True,Preston HS,8544.9
T20240025029,2024-04-10,13:55:00,2,Struck Pedestrian,6,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,811590,1,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Highway,SOUTH GIPPSLAND,-38.472607,145.94351,3953.0,True,Preston HS,115402.2
T20220002834,2022-09-02,15:17:00,2,Struck Pedestrian,3,Wednesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,813706,1,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,WODONGA,-36.122948,146.88815,3690.0,True,William Ruthven SC,242287.9
T20250005990,2025-05-03,13:13:00,4,Collision with a fixed object,4,Wednesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,816973,1,0,1,0,0,1,1,5,Not at intersection,2,60,Arterial Other,MORNINGTON PENINSULA,-38.348137,144.94977,3936.0,True,Preston HS,67619.3
T20240016055,2024-07-06,12:19:00,1,Collision with vehicle,6,Friday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,300870,2,0,0,1,1,2,1,5,Not at intersection,3,40,Arterial Other,MORELAND,-37.77589,144.96065,3056.0,True,Preston HS,5579.2
T20210025041,2021-07-12,19:24:00,1,Collision with vehicle,2,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,698958,2,0,1,0,2,3,1,1,Cross intersection,2,60,Local Road,WYNDHAM,-37.87941,144.70128,3029.0,True,Preston HS,30923.3
T20230000267,2023-05-01,12:15:00,2,Struck Pedestrian,5,Thursday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,1,750936,1,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,WYNDHAM,-37.90279,144.77202,3030.0,True,Preston HS,27335.0
T20240012043,2024-12-05,09:30:00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,803642,1,0,0,1,0,1,1,2,T intersection,3,50,Local Road,EAST GIPPSLAND,-37.565468,149.75534,3892.0,True,Reservoir HS,416424.1
T20240006120,2024-11-03,07:01:00,2,Struck Pedestrian,2,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,2,207,1,0,1,1,0,2,1,1,Cross intersection,2,40,Arterial Other,MELBOURNE,-37.81939,144.9571,3000.0,True,Preston HS,9692.1
T20220027501,2022-04-12,10:56:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,739457,3,0,1,1,2,4,1,5,Not at intersection,2,80,Freeway,MARIBYRNONG,-37.824184,144.86711,3013.0,True,Preston HS,15345.2
T20220012791,2022-06-06,10:50:00,2,Struck Pedestrian,2,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,351536,1,1,0,0,2,3,1,1,Cross intersection,1,80,Arterial Highway,DANDENONG,-37.96166,145.18839,3174.0,True,Preston HS,29181.7
T20220022494,2022-06-10,10:40:00,1,Collision with vehicle,5,Thursday,111,RIGHT FAR (INTERSECTIONS ONLY),1,234055,2,0,0,1,1,2,1,2,T intersection,3,40,Arterial Other,YARRA,-37.8168,144.9995,3121.0,True,Preston HS,8377.4
T20240011215,2024-03-05,18:00:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,311074,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road,DAREBIN,-37.758213,144.99654,3071.0,True,Preston HS,2057.5
T20230026258,2023-08-11,15:08:00,2,Struck Pedestrian,4,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,797812,1,0,0,1,1,2,1,5,Not at intersection,3,60,Local Road,MELBOURNE,-37.818794,144.9474,3008.0,True,Preston HS,10050.6
T20240028480,2024-03-11,14:28:00,8,No collision and no object struck,0,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,825071,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Other,YARRA RANGES,-37.54273,145.84654,3779.0,True,Reservoir HS,74679.0
T20210010359,2021-08-05,13:56:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,47296,2,0,0,1,1,2,1,1,Cross intersection,3,60,Local Road,HUME,-37.63679,144.93259,3064.0,True,William Ruthven SC,9085.1
T20220027878,2022-08-12,15:20:00,2,Struck Pedestrian,5,Thursday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,42102,1,0,1,0,1,2,1,2,T intersection,2,40,Arterial Other,BAYSIDE,-37.939064,145.02356,3188.0,True,Preston HS,21993.4
T20240012915,2024-11-05,13:00:00,8,No collision and no object struck,7,Saturday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,804612,1,0,0,1,0,1,2,5,Not at intersection,3,100,Local Road,MANSFIELD,-37.139385,145.97995,3713.0,True,Reservoir HS,106052.2
T20220007297,2022-01-04,08:07:00,1,Collision with vehicle,5,Friday,121,RIGHT THROUGH,1,785118,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other,MORELAND,-37.752132,144.93596,3055.0,True,Preston HS,6361.6
T20230002934,2023-06-02,09:35:00,1,Collision with vehicle,2,Monday,137,LEFT TURN SIDESWIPE,1,29534,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other,BOROONDARA,-37.818783,145.02692,3122.0,True,Preston HS,8746.4
T20250006624,2025-07-03,19:15:00,2,Struck Pedestrian,6,Friday,107,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,1,816475,1,0,0,1,1,2,1,5,Not at intersection,3,888,Local Road,ARARAT,-37.291798,142.93634,3377.0,True,William Ruthven SC,187795.4
T20220006338,2022-12-03,17:45:00,6,Vehicle overturned (no collision),7,Saturday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,712424,1,0,0,1,0,1,2,5,Not at intersection,3,100,Local Road,EAST GIPPSLAND,-37.531906,148.24864,3885.0,True,Reservoir HS,284282.9
T20240017443,2024-10-07,13:47:00,1,Collision with vehicle,4,Wednesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,282954,2,0,1,0,1,2,1,2,T intersection,2,80,Arterial Highway,DANDENONG,-38.005856,145.2279,3175.0,True,Preston HS,35190.3
T20250000798,2025-10-01,14:50:00,2,Struck Pedestrian,5,Friday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,65245,1,0,0,1,1,2,1,2,T intersection,3,40,Local Road,YARRA,-37.79983,144.98412,3066.0,True,Preston HS,6772.0
T20250001628,2025-03-01,11:00:00,1,Collision with vehicle,6,Friday,132,RIGHT REAR.,9,814019,2,0,0,1,1,2,2,5,Not at intersection,3,80,Arterial Highway,GEELONG,-38.22804,144.54588,3222.0,True,Preston HS,67515.7
T20240020404,2024-11-08,16:10:00,4,Collision with a fixed object,1,Sunday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,811388,1,0,1,0,0,1,1,5,Not at intersection,2,999,Local Road,BAW BAW,-37.85308,146.04196,3833.0,True,Reservoir HS,90157.7
T20250009786,2025-10-04,15:00:00,1,Collision with vehicle,4,Thursday,121,RIGHT THROUGH,1,207,2,0,0,2,1,3,1,1,Cross intersection,3,40,Arterial Other,MELBOURNE,-37.81939,144.9571,3000.0,True,Preston HS,9692.1
T20220000307,2022-06-01,04:00:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,335706,2,1,0,0,1,2,1,1,Cross intersection,1,80,Arterial Other,CASEY,-38.02847,145.26877,3976.0,True,Preston HS,39295.7
T20230010372,2023-03-05,14:00:00,2,Struck Pedestrian,3,Wednesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,42258,1,0,0,1,1,2,1,2,T intersection,3,50,Local Road,GLEN EIRA,-37.923603,145.0643,3165.0,True,Preston HS,20841.2
T20240000044,2024-01-01,02:29:00,7,Fall from or in moving vehicle,2,Monday,190,FELL IN/FROM VEHICLE,3,795843,1,0,0,1,2,3,2,5,Not at intersection,3,999,Local Road,MAROONDAH,-37.80782,145.22343,3134.0,True,Reservoir HS,19522.2
T20210004995,2021-07-03,09:15:00,1,Collision with vehicle,1,Sunday,131,LEFT REAR,1,686077,2,0,1,0,1,2,1,2,T intersection,2,50,Local Road,MORELAND,-37.71791,144.97273,3060.0,True,William Ruthven SC,3568.3
T20230026478,2023-11-11,12:05:00,4,Collision with a fixed object,6,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,787499,1,0,1,0,0,1,1,5,Not at intersection,2,100,Local Road,BAW BAW,-37.952072,146.41058,3825.0,True,Reservoir HS,123949.1
T20250020441,2025-02-08,16:00:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,41106,2,0,2,0,1,3,1,1,Cross intersection,2,60,Arterial Other,BAYSIDE,-37.903812,144.98842,3186.0,True,Preston HS,18100.5
T20230010626,2023-05-05,15:30:00,1,Collision with vehicle,6,Friday,137,LEFT TURN SIDESWIPE,1,29431,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Other,MELBOURNE,-37.815514,144.97736,3002.0,True,Preston HS,8613.9
T20230026476,2023-11-11,16:26:00,1,Collision with vehicle,7,Saturday,137,LEFT TURN SIDESWIPE,1,7567,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Highway,MELBOURNE,-37.845688,144.98503,3181.0,True,Preston HS,11724.4
T20230025750,2023-03-11,21:00:00,2,Struck Pedestrian,6,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,785388,1,0,1,0,1,2,1,5,Not at intersection,2,60,Local Road,WYNDHAM,-37.845013,144.70735,3029.0,True,Preston HS,28735.0
T20250008944,2025-02-04,20:30:00,2,Struck Pedestrian,4,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,4,673299,1,0,1,0,1,2,1,1,Cross intersection,2,50,Local Road,HUME,-37.598625,144.89328,3064.0,True,William Ruthven SC,14554.7
T20230020885,2023-06-09,17:10:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,794814,1,0,1,0,1,2,1,5,Not at intersection,2,60,Local Road,WHITEHORSE,-37.84586,145.13359,3130.0,True,Preston HS,16052.3
T20220014134,2022-08-06,14:00:00,7,Fall from or in moving vehicle,3,Wednesday,190,FELL IN/FROM VEHICLE,1,785561,1,0,1,0,0,1,2,1,Cross intersection,2,60,Local Road,MANNINGHAM,-37.754513,145.12825,3106.0,True,Reservoir HS,9397.2
T20220015362,2022-01-07,16:03:00,1,Collision with vehicle,5,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,718616,2,0,0,1,0,1,1,5,Not at intersection,3,50,,WHITEHORSE,-37.850338,145.19676,3133.0,True,Reservoir HS,20461.7
T20220025561,2022-10-11,09:30:00,1,Collision with vehicle,4,Thursday,121,RIGHT THROUGH,1,780253,2,0,0,1,1,2,2,2,T intersection,3,60,Local Road,BOROONDARA,-37.83375,145.041,3122.0,True,Preston HS,10660.2
T20250012370,2025-08-05,18:00:00,2,Struck Pedestrian,4,Thursday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,2,42835,1,0,0,1,2,3,2,1,Cross intersection,3,50,Local Road,KINGSTON,-38.00461,145.08827,3195.0,True,Preston HS,30089.9
T20240014654,2024-08-06,10:15:00,2,Struck Pedestrian,6,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,804883,1,0,1,0,1,2,2,5,Not at intersection,2,40,Local Road,GEELONG,-38.279434,144.49207,3227.0,True,Preston HS,74907.8
T20230015818,2023-07-07,15:45:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,63428,2,0,1,0,1,2,2,1,Cross intersection,2,50,Local Road,MORELAND,-37.752876,144.97098,3058.0,True,Preston HS,3410.3
T20230016160,2023-12-07,15:15:00,1,Collision with vehicle,4,Wednesday,136,RIGHT TURN SIDESWIPE,1,72763,2,0,1,0,1,2,1,1,Cross intersection,2,80,Local Road,LATROBE,-38.198406,146.49553,3844.0,True,Reservoir HS,139004.9
T20210015717,2021-10-07,11:40:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,691025,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other,WYNDHAM,-37.84394,144.78209,3026.0,True,Preston HS,22807.0
T20220000205,2022-04-01,15:05:00,2,Struck Pedestrian,3,Tuesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,731292,1,0,0,1,1,2,1,5,Not at intersection,3,50,Arterial Highway,MURRINDINDI,-37.211067,145.42545,3717.0,True,William Ruthven SC,65610.0
T20240030073,2024-10-11,17:15:00,4,Collision with a fixed object,1,Sunday,141,U TURN INTO FIXED OBJECT/PARKED VEHICLE,1,811455,1,0,0,1,0,1,2,5,Not at intersection,3,999,Arterial Other,HOBSONS BAY,-37.85253,144.85338,3016.0,True,Preston HS,18283.9
T20210012866,2021-11-06,06:45:00,2,Struck Pedestrian,6,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,39316,1,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Highway,WHITEHORSE,-37.818295,145.12378,3128.0,True,Preston HS,13330.1
T20240000546,2024-08-01,14:23:00,6,Vehicle overturned (no collision),2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,795963,1,0,0,1,0,1,2,1,Cross intersection,3,80,,WODONGA,-36.109596,146.89934,3690.0,True,William Ruthven SC,244058.4
T20220022294,2022-03-10,20:40:00,2,Struck Pedestrian,1,Monday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,3,727398,1,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Other,MELBOURNE,-37.796597,144.97511,3065.0,True,Preston HS,6720.8
T20230023126,2023-02-09,18:10:00,3,Struck animal,6,Saturday,167,STRUCK ANIMAL,3,789880,1,0,0,1,0,1,2,5,Not at intersection,3,80,Local Road,MORNINGTON PENINSULA,-38.438835,144.92091,3939.0,True,Preston HS,77884.0
T20240010997,2024-01-05,15:11:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,1,390,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other,STONNINGTON,-37.84059,145.0047,3142.0,True,Preston HS,10998.1
T20220012415,2022-01-06,19:08:00,2,Struck Pedestrian,4,Wednesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,3,718466,1,0,1,0,3,4,1,5,Not at intersection,2,50,Local Road,WANGARATTA,-36.35794,146.3188,3677.0,True,William Ruthven SC,189201.2
T20210012586,2021-06-06,15:30:00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH,1,50095,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,GEELONG,-38.16908,144.32819,3216.0,True,Preston HS,76167.3
T20250009446,2025-08-04,11:40:00,1,Collision with vehicle,3,Tuesday,120,HEAD ON (NOT OVERTAKING),1,818958,2,0,1,0,2,3,1,5,Not at intersection,2,80,Local Road,LATROBE,-38.376625,146.32971,3869.0,True,Reservoir HS,135112.9
T20220009788,2022-01-05,11:30:00,7,Fall from or in moving vehicle,1,Sunday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,774544,1,0,0,1,0,1,2,5,Not at intersection,3,100,,MURRINDINDI,-37.37052,145.97359,3713.0,True,Reservoir HS,91978.2
